               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.063806,            0.071603,                   0,             0.59374,             0.42487,             0.51107,             0.31117,             0.10955,            0.079015,                   0,            0.004936,            0.004936,            0.004936
                 164,            0.064228,            0.071207,                   0,             0.59868,             0.42401,             0.51578,             0.31521,             0.10857,            0.080818,                   0,           0.0048893,           0.0048893,           0.0048893
                 165,            0.064404,            0.070122,                   0,             0.59734,             0.42035,             0.51188,              0.3127,             0.10838,            0.081617,                   0,           0.0048426,           0.0048426,           0.0048426
                 166,            0.064112,            0.072303,                   0,             0.59236,             0.43154,             0.51469,             0.31173,              0.1083,            0.081826,                   0,            0.004796,            0.004796,            0.004796
                 167,             0.06564,            0.069697,                   0,             0.60583,             0.41723,             0.51261,             0.31294,             0.10937,            0.079594,                   0,           0.0047495,           0.0047495,           0.0047495
                 168,            0.063444,            0.068134,                   0,             0.60822,             0.41321,             0.51539,             0.31792,              0.1082,            0.081262,                   0,           0.0047031,           0.0047031,           0.0047031
                 169,            0.063567,            0.067535,                   0,             0.59373,             0.41994,             0.50974,              0.3108,             0.10823,            0.080962,                   0,           0.0046568,           0.0046568,           0.0046568
                 170,            0.063707,            0.068301,                   0,             0.60467,             0.42327,             0.51741,             0.31514,             0.10902,            0.081234,                   0,           0.0046105,           0.0046105,           0.0046105
                 171,            0.064168,            0.070519,                   0,              0.5935,             0.41974,             0.51224,             0.31183,             0.10986,            0.081067,                   0,           0.0045644,           0.0045644,           0.0045644
                 172,            0.063399,            0.068174,                   0,             0.60579,             0.42007,             0.51677,             0.31593,             0.10889,            0.081418,                   0,           0.0045184,           0.0045184,           0.0045184
                 173,            0.063404,            0.067653,                   0,             0.59102,             0.42685,             0.51156,             0.31179,             0.10834,             0.08034,                   0,           0.0044724,           0.0044724,           0.0044724
                 174,            0.064071,            0.070967,                   0,             0.59467,             0.41953,             0.51084,             0.31296,             0.10811,            0.082298,                   0,           0.0044266,           0.0044266,           0.0044266
                 175,            0.064009,            0.071727,                   0,             0.59416,             0.42648,             0.51468,             0.31587,             0.10848,            0.081966,                   0,           0.0043809,           0.0043809,           0.0043809
                 176,            0.063111,            0.069695,                   0,             0.60025,             0.41649,             0.51289,             0.31375,             0.10953,            0.081154,                   0,           0.0043353,           0.0043353,           0.0043353
                 177,            0.063628,            0.069428,                   0,             0.59802,             0.42408,             0.51383,             0.31536,             0.10817,            0.082414,                   0,           0.0042899,           0.0042899,           0.0042899
                 178,            0.063908,            0.070836,                   0,             0.59938,             0.41604,             0.50864,             0.31173,             0.10811,            0.082286,                   0,           0.0042445,           0.0042445,           0.0042445
                 179,            0.063822,            0.070817,                   0,             0.59189,             0.42118,             0.50904,             0.31312,             0.10926,            0.081805,                   0,           0.0041994,           0.0041994,           0.0041994
                 180,            0.063533,            0.067855,                   0,             0.60877,              0.4162,             0.51647,             0.31744,             0.10858,            0.080502,                   0,           0.0041543,           0.0041543,           0.0041543
                 181,            0.061931,            0.075629,                   0,             0.59221,             0.42418,             0.51369,             0.31427,             0.10891,             0.08102,                   0,           0.0041094,           0.0041094,           0.0041094
                 182,            0.062931,            0.071199,                   0,             0.60832,             0.42085,             0.51285,             0.31522,             0.10745,             0.08183,                   0,           0.0040647,           0.0040647,           0.0040647
                 183,            0.063476,            0.065798,                   0,             0.59214,             0.42656,             0.51301,             0.31307,             0.10922,            0.080372,                   0,           0.0040201,           0.0040201,           0.0040201
                 184,             0.06429,            0.068276,                   0,             0.60106,             0.42422,             0.51514,             0.31635,             0.10732,            0.083691,                   0,           0.0039757,           0.0039757,           0.0039757
                 185,            0.063198,            0.068812,                   0,             0.57612,             0.42401,             0.50214,             0.30784,             0.10913,            0.081578,                   0,           0.0039314,           0.0039314,           0.0039314
                 186,            0.063266,            0.062314,                   0,             0.59792,             0.42335,             0.51454,             0.31447,             0.10856,            0.081113,                   0,           0.0038873,           0.0038873,           0.0038873
                 187,             0.06306,            0.066726,                   0,             0.59875,             0.41427,             0.51039,              0.3128,             0.10857,            0.080383,                   0,           0.0038434,           0.0038434,           0.0038434
                 188,            0.062066,            0.064795,                   0,             0.59781,             0.43219,               0.517,             0.31622,             0.11059,            0.080391,                   0,           0.0037997,           0.0037997,           0.0037997
                 189,            0.062449,            0.071055,                   0,             0.59883,             0.42134,             0.51479,             0.31507,             0.10891,             0.08086,                   0,           0.0037562,           0.0037562,           0.0037562
                 190,             0.06323,            0.070816,                   0,             0.60956,             0.41189,              0.5148,              0.3156,             0.10881,            0.081072,                   0,           0.0037128,           0.0037128,           0.0037128
                 191,            0.063638,            0.070037,                   0,             0.58939,             0.41871,             0.50586,             0.30873,             0.10856,            0.080453,                   0,           0.0036697,           0.0036697,           0.0036697
                 192,            0.063375,            0.069809,                   0,             0.60503,             0.42044,             0.51588,             0.31694,             0.10871,            0.081575,                   0,           0.0036267,           0.0036267,           0.0036267
                 193,            0.062336,            0.066387,                   0,             0.60337,             0.42274,             0.51369,             0.31537,             0.10919,            0.081421,                   0,            0.003584,            0.003584,            0.003584
                 194,            0.061789,            0.072777,                   0,             0.61401,             0.41555,             0.51699,             0.31824,             0.10889,            0.080327,                   0,           0.0035415,           0.0035415,           0.0035415
                 195,            0.062082,            0.064624,                   0,              0.5943,             0.42849,             0.51562,             0.31544,             0.10894,            0.082239,                   0,           0.0034991,           0.0034991,           0.0034991
                 196,            0.062499,            0.073255,                   0,              0.5894,             0.41904,             0.50612,             0.30924,              0.1088,            0.082942,                   0,            0.003457,            0.003457,            0.003457
                 197,            0.061633,            0.068414,                   0,             0.59738,             0.42319,             0.51159,             0.31241,             0.10902,            0.082247,                   0,           0.0034152,           0.0034152,           0.0034152
                 198,            0.061827,            0.064144,                   0,             0.58816,             0.42594,             0.51058,             0.31382,             0.10857,            0.081564,                   0,           0.0033735,           0.0033735,           0.0033735
                 199,            0.062932,            0.066335,                   0,             0.58378,              0.4174,             0.50535,              0.3086,             0.10953,            0.080805,                   0,           0.0033321,           0.0033321,           0.0033321
                 200,            0.061797,            0.066268,                   0,             0.60871,             0.41715,             0.51873,             0.31882,             0.10836,            0.081313,                   0,           0.0032909,           0.0032909,           0.0032909
                 201,            0.062709,            0.074671,                   0,             0.60285,             0.41653,             0.51231,             0.31438,             0.10979,            0.080359,                   0,             0.00325,             0.00325,             0.00325
                 202,             0.06253,            0.064399,                   0,             0.59249,             0.42939,             0.51403,             0.31606,             0.10889,            0.082694,                   0,           0.0032093,           0.0032093,           0.0032093
                 203,            0.061763,            0.063322,                   0,             0.59657,             0.42475,              0.5123,             0.31396,             0.10974,            0.081325,                   0,           0.0031689,           0.0031689,           0.0031689
                 204,              0.0622,            0.065441,                   0,             0.59844,             0.41986,             0.51028,             0.31322,             0.10872,            0.082709,                   0,           0.0031287,           0.0031287,           0.0031287
                 205,            0.060701,            0.065733,                   0,             0.59784,              0.4215,             0.51005,             0.31393,             0.10947,            0.081272,                   0,           0.0030888,           0.0030888,           0.0030888
                 206,            0.061007,            0.065188,                   0,             0.60468,             0.41781,             0.51417,             0.31862,             0.10921,            0.081266,                   0,           0.0030491,           0.0030491,           0.0030491
                 207,            0.062361,               0.069,                   0,             0.60116,             0.42656,              0.5182,             0.31767,             0.10857,            0.083632,                   0,           0.0030097,           0.0030097,           0.0030097
                 208,            0.062211,            0.070513,                   0,             0.59557,              0.4199,             0.51188,             0.31351,             0.10847,            0.083022,                   0,           0.0029706,           0.0029706,           0.0029706
                 209,            0.061271,            0.067938,                   0,             0.60501,             0.42537,             0.51837,              0.3184,             0.10887,             0.08162,                   0,           0.0029318,           0.0029318,           0.0029318
                 210,            0.063621,            0.065913,                   0,             0.59335,             0.42882,              0.5158,             0.31631,             0.10932,            0.081046,                   0,           0.0028932,           0.0028932,           0.0028932
                 211,            0.061967,            0.064401,                   0,             0.59478,             0.42467,             0.51424,             0.31729,             0.10989,            0.080178,                   0,            0.002855,            0.002855,            0.002855
                 212,            0.062891,            0.061508,                   0,              0.6021,             0.42582,             0.51606,             0.31698,               0.108,            0.083313,                   0,            0.002817,            0.002817,            0.002817
                 213,            0.061812,            0.062385,                   0,             0.60251,              0.4259,             0.51804,             0.31885,             0.10982,            0.081002,                   0,           0.0027793,           0.0027793,           0.0027793
                 214,            0.061886,            0.067545,                   0,              0.6008,             0.42623,             0.51719,             0.31826,             0.10894,            0.083175,                   0,           0.0027419,           0.0027419,           0.0027419
                 215,            0.061873,            0.064823,                   0,             0.60831,             0.42072,             0.51802,             0.31969,             0.10885,            0.082792,                   0,           0.0027048,           0.0027048,           0.0027048
                 216,            0.061468,             0.06937,                   0,             0.59514,             0.43137,             0.51748,             0.31738,             0.10868,            0.082829,                   0,           0.0026681,           0.0026681,           0.0026681
                 217,            0.060813,            0.066074,                   0,              0.5985,             0.42812,             0.51751,             0.31635,             0.10886,            0.082108,                   0,           0.0026316,           0.0026316,           0.0026316
                 218,            0.061964,            0.067061,                   0,             0.59683,             0.42216,             0.51462,             0.31658,               0.109,            0.081601,                   0,           0.0025954,           0.0025954,           0.0025954
                 219,            0.061101,            0.066291,                   0,             0.59605,             0.43301,             0.51948,               0.318,             0.11007,            0.081018,                   0,           0.0025596,           0.0025596,           0.0025596
                 220,            0.060978,            0.066139,                   0,             0.58531,              0.4303,             0.51271,             0.31347,             0.10965,            0.081626,                   0,           0.0025241,           0.0025241,           0.0025241
                 221,            0.061766,            0.066536,                   0,             0.59565,             0.42668,             0.51517,             0.31591,             0.10871,            0.082409,                   0,           0.0024889,           0.0024889,           0.0024889
                 222,            0.061136,            0.066541,                   0,             0.59821,             0.43034,             0.51632,              0.3172,             0.10856,            0.082398,                   0,           0.0024541,           0.0024541,           0.0024541
                 223,            0.061857,            0.071778,                   0,             0.60509,             0.42294,             0.51381,             0.31527,             0.10967,            0.081677,                   0,           0.0024195,           0.0024195,           0.0024195
                 224,            0.060227,            0.066465,                   0,             0.59573,              0.4229,              0.5116,             0.31417,             0.10861,            0.082445,                   0,           0.0023854,           0.0023854,           0.0023854
                 225,            0.061262,            0.068229,                   0,             0.60199,             0.42561,             0.51795,             0.31856,             0.10946,            0.081178,                   0,           0.0023515,           0.0023515,           0.0023515
                 226,            0.061777,            0.069521,                   0,             0.58913,             0.42557,             0.51025,             0.31203,             0.11018,            0.080685,                   0,            0.002318,            0.002318,            0.002318
                 227,            0.061836,            0.069179,                   0,             0.59911,             0.42594,             0.51812,             0.31985,             0.10891,            0.082857,                   0,           0.0022849,           0.0022849,           0.0022849
                 228,            0.060506,            0.064089,                   0,             0.59604,             0.42713,             0.51421,              0.3165,             0.10865,            0.083393,                   0,           0.0022521,           0.0022521,           0.0022521
                 229,            0.061189,            0.063317,                   0,             0.59443,             0.42023,             0.50949,             0.31222,             0.10875,            0.082951,                   0,           0.0022196,           0.0022196,           0.0022196
                 230,            0.060849,            0.062141,                   0,             0.58912,             0.42561,             0.50947,             0.31289,             0.10885,            0.083084,                   0,           0.0021876,           0.0021876,           0.0021876
                 231,            0.061151,            0.070328,                   0,             0.59327,             0.42697,             0.51292,             0.31442,             0.10902,            0.082796,                   0,           0.0021558,           0.0021558,           0.0021558
                 232,            0.059764,            0.068038,                   0,             0.60454,             0.41924,             0.51412,             0.31686,             0.10936,            0.082132,                   0,           0.0021245,           0.0021245,           0.0021245
                 233,            0.061252,            0.069624,                   0,             0.58781,             0.41793,             0.50548,              0.3116,             0.10901,            0.082713,                   0,           0.0020935,           0.0020935,           0.0020935
                 234,            0.060529,            0.066535,                   0,             0.60689,             0.41612,             0.51357,             0.31736,              0.1079,            0.083918,                   0,           0.0020629,           0.0020629,           0.0020629
                 235,            0.061161,            0.063536,                   0,             0.58995,              0.4333,             0.51723,             0.31691,             0.10906,            0.082439,                   0,           0.0020327,           0.0020327,           0.0020327
                 236,            0.060695,            0.064184,                   0,             0.60237,             0.42142,             0.51488,             0.31813,             0.10993,            0.081717,                   0,           0.0020028,           0.0020028,           0.0020028
                 237,            0.060646,            0.070541,                   0,             0.59816,             0.42537,             0.51429,             0.31711,             0.10838,            0.083576,                   0,           0.0019734,           0.0019734,           0.0019734
                 238,            0.061136,            0.066543,                   0,             0.60189,             0.42077,             0.51473,             0.31861,             0.10892,            0.082363,                   0,           0.0019443,           0.0019443,           0.0019443
                 239,            0.061012,            0.066743,                   0,             0.60757,             0.41431,             0.51048,             0.31442,             0.10881,            0.082058,                   0,           0.0019156,           0.0019156,           0.0019156
                 240,            0.061095,             0.06308,                   0,             0.59436,             0.41846,             0.51112,             0.31544,             0.10886,            0.082931,                   0,           0.0018873,           0.0018873,           0.0018873
                 241,            0.060666,            0.064699,                   0,             0.59845,             0.41865,             0.51085,             0.31474,             0.10924,            0.082239,                   0,           0.0018594,           0.0018594,           0.0018594
                 242,            0.061069,            0.062044,                   0,             0.59577,             0.42052,             0.51103,             0.31472,             0.10932,            0.082465,                   0,           0.0018319,           0.0018319,           0.0018319
                 243,            0.062692,            0.069439,                   0,             0.59211,             0.41797,             0.50918,             0.31331,             0.10899,            0.081604,                   0,           0.0018048,           0.0018048,           0.0018048
                 244,            0.058923,             0.06204,                   0,              0.5913,             0.41657,             0.50829,             0.31343,             0.10877,            0.082638,                   0,           0.0017781,           0.0017781,           0.0017781
                 245,            0.060903,            0.064243,                   0,             0.60078,             0.41394,             0.51187,             0.31406,             0.10919,            0.082032,                   0,           0.0017519,           0.0017519,           0.0017519
                 246,            0.060278,            0.063852,                   0,             0.58441,             0.42142,              0.5072,             0.31121,             0.10927,            0.081668,                   0,            0.001726,            0.001726,            0.001726
                 247,            0.060103,            0.063077,                   0,              0.5931,             0.41403,             0.50465,             0.30857,             0.10917,            0.082191,                   0,           0.0017005,           0.0017005,           0.0017005
                 248,            0.060675,            0.065891,                   0,             0.60146,              0.4116,              0.5086,             0.31255,             0.10872,            0.082364,                   0,           0.0016755,           0.0016755,           0.0016755
                 249,            0.060807,            0.063477,                   0,             0.59404,              0.4215,             0.51157,             0.31382,             0.10924,            0.082497,                   0,           0.0016509,           0.0016509,           0.0016509
                 250,            0.060878,            0.067835,                   0,              0.5936,             0.42068,             0.51065,             0.31383,             0.10938,            0.080823,                   0,           0.0016267,           0.0016267,           0.0016267
                 251,            0.060384,            0.067464,                   0,             0.58169,             0.42204,             0.50743,             0.31068,             0.10987,            0.080846,                   0,           0.0016029,           0.0016029,           0.0016029
                 252,            0.060616,            0.064564,                   0,             0.59073,             0.41809,             0.50902,             0.31221,             0.10986,             0.08128,                   0,           0.0015795,           0.0015795,           0.0015795
                 253,             0.06027,            0.062018,                   0,             0.58861,             0.41703,             0.50834,             0.31103,             0.10962,            0.081015,                   0,           0.0015566,           0.0015566,           0.0015566
                 254,            0.060409,            0.062904,                   0,             0.60376,             0.41768,             0.51231,             0.31431,             0.10943,            0.082175,                   0,           0.0015341,           0.0015341,           0.0015341
                 255,            0.060449,            0.064383,                   0,             0.59496,             0.42196,             0.51416,              0.3156,             0.10873,            0.082696,                   0,           0.0015121,           0.0015121,           0.0015121
                 256,            0.061777,            0.064669,                   0,             0.59952,             0.41966,             0.51315,             0.31509,             0.10953,            0.081659,                   0,           0.0014905,           0.0014905,           0.0014905
                 257,             0.05948,            0.061823,                   0,             0.58997,             0.41814,             0.50774,              0.3113,             0.10901,            0.082215,                   0,           0.0014693,           0.0014693,           0.0014693
                 258,            0.059775,            0.062047,                   0,             0.59086,             0.42376,             0.51217,             0.31362,              0.1093,             0.08227,                   0,           0.0014486,           0.0014486,           0.0014486
                 259,            0.059928,            0.066254,                   0,             0.59767,             0.41735,             0.51073,             0.31251,             0.10835,             0.08308,                   0,           0.0014283,           0.0014283,           0.0014283
                 260,            0.060578,             0.06243,                   0,              0.5955,             0.41415,             0.50889,             0.31053,             0.10915,            0.082353,                   0,           0.0014084,           0.0014084,           0.0014084
                 261,            0.059998,            0.064827,                   0,             0.59165,             0.41797,             0.50694,             0.30981,             0.10925,            0.081968,                   0,            0.001389,            0.001389,            0.001389
                 262,            0.060678,            0.064159,                   0,             0.59616,             0.41152,             0.50561,             0.31083,              0.1096,            0.081798,                   0,           0.0013701,           0.0013701,           0.0013701
                 263,            0.060135,            0.062428,                   0,             0.58645,             0.42044,              0.5087,             0.31226,             0.10932,            0.082267,                   0,           0.0013516,           0.0013516,           0.0013516
                 264,            0.059793,            0.063033,                   0,              0.5843,             0.41436,             0.50478,             0.30924,             0.10874,            0.082104,                   0,           0.0013336,           0.0013336,           0.0013336
                 265,            0.059464,            0.065621,                   0,             0.59342,              0.4116,             0.50383,             0.30944,             0.10926,             0.08153,                   0,            0.001316,            0.001316,            0.001316
                 266,            0.060621,            0.065878,                   0,             0.58398,             0.40926,             0.50066,             0.30781,             0.10873,            0.081952,                   0,           0.0012989,           0.0012989,           0.0012989
                 267,            0.060359,             0.06516,                   0,              0.5826,             0.41284,             0.50175,             0.30827,             0.10882,            0.082595,                   0,           0.0012822,           0.0012822,           0.0012822
                 268,            0.060561,            0.066157,                   0,             0.58705,             0.41197,             0.50373,             0.30977,              0.1094,            0.081834,                   0,            0.001266,            0.001266,            0.001266
                 269,            0.060291,            0.058706,                   0,             0.59714,             0.40328,             0.50079,             0.30805,             0.10903,            0.081448,                   0,           0.0012503,           0.0012503,           0.0012503
                 270,            0.060193,             0.06564,                   0,             0.59416,             0.41234,             0.50398,             0.30909,             0.10921,             0.08213,                   0,            0.001235,            0.001235,            0.001235
                 271,            0.060598,            0.060687,                   0,             0.57896,             0.41953,              0.5025,             0.30685,             0.10939,            0.082386,                   0,           0.0012202,           0.0012202,           0.0012202
                 272,            0.060128,             0.06405,                   0,             0.58121,             0.42298,             0.50614,             0.30982,             0.10912,            0.082772,                   0,           0.0012059,           0.0012059,           0.0012059
                 273,            0.060569,            0.068753,                   0,             0.58865,             0.41937,             0.50784,             0.31095,             0.10941,             0.08285,                   0,           0.0011921,           0.0011921,           0.0011921
                 274,            0.060221,            0.064969,                   0,              0.5921,             0.41259,             0.50553,             0.31006,             0.10938,            0.081781,                   0,           0.0011787,           0.0011787,           0.0011787
                 275,            0.058346,            0.062725,                   0,             0.59481,             0.41871,             0.50882,             0.31199,             0.10901,            0.081829,                   0,           0.0011658,           0.0011658,           0.0011658
                 276,            0.060064,            0.062392,                   0,             0.58919,             0.41316,             0.50305,             0.30936,             0.10925,            0.081663,                   0,           0.0011533,           0.0011533,           0.0011533
                 277,            0.059703,            0.066618,                   0,             0.58878,             0.41803,             0.50542,             0.30985,             0.10924,            0.081884,                   0,           0.0011414,           0.0011414,           0.0011414
                 278,            0.060715,             0.06507,                   0,             0.58859,             0.41998,             0.50717,             0.31152,             0.10939,            0.082222,                   0,           0.0011299,           0.0011299,           0.0011299
                 279,            0.059555,            0.059663,                   0,             0.58721,             0.42105,             0.50815,             0.31188,             0.10894,            0.082471,                   0,           0.0011189,           0.0011189,           0.0011189
                 280,            0.059373,            0.062651,                   0,             0.59347,             0.41735,             0.50767,             0.31284,             0.10938,            0.081688,                   0,           0.0011084,           0.0011084,           0.0011084
                 281,            0.059176,            0.061235,                   0,             0.58879,             0.41978,             0.50722,             0.31153,             0.10912,            0.082372,                   0,           0.0010983,           0.0010983,           0.0010983
                 282,            0.060243,             0.06008,                   0,             0.59789,             0.41896,             0.50964,             0.31347,             0.10869,            0.082488,                   0,           0.0010888,           0.0010888,           0.0010888
                 283,            0.059699,            0.060131,                   0,             0.59733,             0.41998,              0.5093,             0.31243,             0.10932,            0.082553,                   0,           0.0010797,           0.0010797,           0.0010797
                 284,            0.059184,            0.063554,                   0,             0.59568,             0.41628,             0.50746,             0.31251,             0.10894,            0.082772,                   0,           0.0010711,           0.0010711,           0.0010711
                 285,            0.060884,            0.065129,                   0,             0.57802,             0.41867,             0.50125,             0.30769,             0.10941,            0.081166,                   0,            0.001063,            0.001063,            0.001063
                 286,            0.059365,            0.065359,                   0,             0.59194,             0.41768,             0.50755,             0.31219,             0.10887,            0.082221,                   0,           0.0010554,           0.0010554,           0.0010554
                 287,            0.059197,            0.062783,                   0,             0.58841,             0.42118,             0.50897,             0.31188,             0.10967,            0.081922,                   0,           0.0010483,           0.0010483,           0.0010483
                 288,            0.060652,            0.064561,                   0,              0.5896,             0.41678,              0.5067,             0.31178,             0.10916,            0.081239,                   0,           0.0010416,           0.0010416,           0.0010416
                 289,            0.060202,            0.060071,                   0,             0.58509,             0.42311,             0.50779,             0.31156,             0.10891,            0.083376,                   0,           0.0010355,           0.0010355,           0.0010355
                 290,            0.059387,            0.060849,                   0,             0.59015,             0.41974,             0.50977,             0.31311,             0.10929,            0.081948,                   0,           0.0010298,           0.0010298,           0.0010298
                 291,            0.059366,             0.06101,                   0,             0.58257,             0.42031,             0.50521,             0.30809,             0.10937,            0.081529,                   0,           0.0010247,           0.0010247,           0.0010247
                 292,            0.060514,            0.060307,                   0,             0.58597,             0.41181,             0.50182,             0.30632,             0.10906,            0.081811,                   0,             0.00102,             0.00102,             0.00102
                 293,            0.059806,            0.067365,                   0,             0.58815,             0.41177,             0.50443,             0.30823,             0.10873,             0.08257,                   0,           0.0010158,           0.0010158,           0.0010158
                 294,            0.058586,            0.064781,                   0,             0.58098,             0.41592,              0.5029,             0.30826,             0.10911,            0.082263,                   0,           0.0010121,           0.0010121,           0.0010121
                 295,            0.059728,            0.064096,                   0,             0.57596,              0.4257,             0.50564,             0.30892,             0.10949,            0.082605,                   0,           0.0010089,           0.0010089,           0.0010089
                 296,            0.060199,            0.063341,                   0,             0.58788,               0.419,             0.50786,             0.31243,             0.10919,            0.082714,                   0,           0.0010062,           0.0010062,           0.0010062
                 297,            0.060811,            0.063808,                   0,             0.58551,             0.41801,             0.50596,             0.30943,             0.10893,            0.083517,                   0,           0.0010039,           0.0010039,           0.0010039
                 298,            0.059051,            0.065486,                   0,              0.5906,             0.41514,             0.50629,             0.31084,             0.10898,            0.082082,                   0,           0.0010022,           0.0010022,           0.0010022
                 299,            0.059419,            0.061009,                   0,             0.58368,             0.41727,             0.50286,             0.30869,             0.10915,            0.082414,                   0,            0.001001,            0.001001,            0.001001
